0.43527,0.19171,0.36342,0.78483,0.49884,0.10179,0.24856,0.33169,0.49412,0.47739,9.00000,9.00000,9.00000
0.31826,0.22655,0.54787,0.82354,0.41608,0.08823,0.23985,0.27904,0.19444,0.65881,9.00000,9.00000,9.00000
0.86424,0.75859,0.57723,0.91625,0.80519,0.55546,0.12484,0.04128,0.90501,0.94613,9.00000,9.00000,9.00000
0.11452,0.18607,0.57195,0.58146,0.27156,0.13712,0.15631,0.16478,0.63369,0.83567,9.00000,9.00000,9.00000
0.12149,0.16724,0.38016,0.71460,0.30235,0.15576,0.06667,0.07992,0.72235,0.93987,9.00000,9.00000,9.00000
0.30850,0.88067,0.43474,0.26276,0.10852,0.81554,0.07971,0.12354,0.93086,0.91747,9.00000,9.00000,9.00000
0.90108,0.79979,0.46741,0.85368,0.73023,0.89590,0.12914,0.07810,0.94698,0.85460,9.00000,9.00000,9.00000
0.24348,0.93234,0.61717,0.22197,0.11640,0.88177,0.15736,0.09949,0.71085,0.79029,9.00000,9.00000,9.00000
0.78613,0.75908,0.51278,0.77786,0.76783,0.77296,0.19829,0.02733,0.44057,0.60408,9.00000,9.00000,9.00000
0.84488,0.68184,0.67734,0.74812,0.64307,0.59441,0.08933,0.07710,0.78912,0.84076,9.00000,9.00000,9.00000
0.63957,0.49911,0.47428,0.74314,0.62270,0.61510,0.10434,0.02024,0.99213,0.92895,9.00000,9.00000,9.00000
0.98715,0.43050,0.34851,0.48438,0.81772,0.40683,0.06363,0.03827,0.76467,0.76537,8.00000,8.00000,8.00000
0.21157,0.92917,0.82197,0.15829,0.09872,0.78581,0.02580,0.01957,0.65370,0.90208,8.00000,8.00000,8.00000
0.10538,0.19781,0.32151,0.70115,0.28130,0.14263,0.02256,0.02527,0.48007,0.91916,8.00000,8.00000,8.00000
0.26494,0.90261,0.41477,0.38906,0.11711,0.89486,0.02359,0.01988,0.88488,0.97795,8.00000,8.00000,8.00000
0.11120,0.16545,0.18372,0.76530,0.39226,0.14371,0.07209,0.07234,0.90443,0.89547,6.00000,6.00000,6.00000
0.13116,0.38952,0.57518,0.50500,0.10830,0.30587,0.10082,0.05827,0.41583,0.45132,4.00000,4.00000,4.00000
0.10759,0.37658,0.51268,0.58421,0.23073,0.37725,0.04263,0.07603,0.20501,0.51585,4.00000,4.00000,4.00000
0.16129,0.23892,0.32191,0.73432,0.30382,0.15421,0.02495,0.03128,0.02643,0.14841,4.00000,4.00000,4.00000
0.31882,0.89557,0.45638,0.44017,0.17271,0.84088,0.04709,0.03167,0.14934,0.27714,2.00000,2.00000,2.00000
0.04803,0.39779,0.61456,0.43595,0.27551,0.37910,0.00820,0.03034,0.31042,0.80736,2.00000,2.00000,2.00000
0.34822,0.27784,0.28566,0.77486,0.45902,0.00500,0.03584,0.03081,0.60639,0.83332,1.00000,1.00000,1.00000
0.86287,0.79988,0.37380,0.33615,0.83355,0.59770,0.03138,0.00244,0.89911,0.55810,1.00000,1.00000,1.00000
0.92068,0.33275,0.45375,0.41348,0.90069,0.18285,0.00928,0.03339,0.71673,0.99148,1.00000,1.00000,1.00000
0.57831,0.94961,0.23662,0.37573,0.61741,0.69650,0.03789,0.00820,0.66169,0.33142,1.00000,1.00000,1.00000
0.40202,0.36554,0.37957,0.68871,0.62228,0.37807,0.01833,0.03168,0.77757,0.87398,1.00000,1.00000,1.00000
0.91707,0.20764,0.37044,0.34824,0.82179,0.14635,0.01423,0.03500,0.50901,0.96664,1.00000,1.00000,1.00000
0.10480,0.84376,0.36944,0.44184,0.12688,0.72276,0.03359,0.03566,0.77664,0.96476,1.00000,1.00000,1.00000
0.83083,0.67878,0.37633,0.39781,0.68060,0.59669,0.02131,0.01450,0.87605,0.98027,1.00000,1.00000,1.00000
0.11848,0.17657,0.47127,0.59119,0.29223,0.14807,0.00959,0.01277,0.91445,0.99769,1.00000,1.00000,1.00000
0.72517,0.88626,0.55814,0.31550,0.91784,0.79093,0.04177,0.00631,0.69938,0.91314,1.00000,1.00000,1.00000
0.03846,0.43003,0.47772,0.42100,0.16459,0.36673,0.02827,0.00813,0.77401,0.85798,1.00000,1.00000,1.00000
0.60525,0.36792,0.43969,0.29300,0.64406,0.11526,0.03931,0.04932,0.73845,0.92699,1.00000,1.00000,1.00000
